holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
,271.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 15:00:00,high
,271.28,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 16:00:00,high
,271.07,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 18:00:00,high
,270.93,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 19:00:00,high
,270.55,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 20:00:00,high
,270.55,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 21:00:00,high
,270.36,0.0,0.0,40,Clouds,scattered clouds,2016-02-17 22:00:00,medium
,269.94,0.0,0.0,1,Clear,sky is clear,2016-02-17 23:00:00,medium
,269.58,0.0,0.0,1,Clear,sky is clear,2016-02-18 00:00:00,low
,269.72,0.0,0.0,1,Clear,sky is clear,2016-02-18 01:00:00,low
,270.15,0.0,0.0,75,Clouds,broken clouds,2016-02-18 02:00:00,low
,270.93,0.0,0.0,90,Clouds,overcast clouds,2016-02-18 05:00:00,high
,271.01,0.0,0.0,1,Clear,sky is clear,2016-02-18 07:00:00,high
,271.65,0.0,0.0,1,Clear,sky is clear,2016-02-18 09:00:00,high
,274.29,0.0,0.0,1,Haze,haze,2016-02-18 11:00:00,high
,275.55,0.0,0.0,1,Haze,haze,2016-02-18 12:00:00,high
,276.43,0.0,0.0,1,Haze,haze,2016-02-18 14:00:00,high
,276.86,0.0,0.0,90,Haze,haze,2016-02-18 16:00:00,high
,276.61,0.0,0.0,40,Haze,haze,2016-02-18 18:00:00,high
,277.08,0.0,0.0,75,Clouds,broken clouds,2016-02-18 20:00:00,high
,277.29,0.0,0.0,1,Clear,sky is clear,2016-02-18 22:00:00,high
,276.68,0.0,0.0,1,Haze,haze,2016-02-18 23:00:00,medium
,276.42,0.0,0.0,20,Haze,haze,2016-02-19 00:00:00,low
,276.44,0.0,0.0,1,Haze,haze,2016-02-19 03:00:00,low
,276.15,0.0,0.0,1,Mist,mist,2016-02-19 05:00:00,high
,276.15,0.0,0.0,1,Drizzle,light intensity drizzle,2016-02-19 05:00:00,high
,275.87,0.0,0.0,75,Mist,mist,2016-02-19 07:00:00,high
,276.58,0.0,0.0,90,Rain,heavy intensity rain,2016-02-19 09:00:00,high
,276.58,0.0,0.0,90,Mist,mist,2016-02-19 09:00:00,high
,276.58,0.0,0.0,90,Drizzle,drizzle,2016-02-19 09:00:00,high
,276.58,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2016-02-19 09:00:00,high
,277.43,0.0,0.0,90,Rain,heavy intensity rain,2016-02-19 11:00:00,high
,277.43,0.0,0.0,90,Mist,mist,2016-02-19 11:00:00,high
,277.43,0.0,0.0,90,Drizzle,drizzle,2016-02-19 11:00:00,high
,277.43,0.0,0.0,90,Snow,light snow,2016-02-19 11:00:00,high
,276.69,0.0,0.0,90,Rain,moderate rain,2016-02-19 13:00:00,high
,277.08,0.0,0.0,90,Rain,light rain,2016-02-19 14:00:00,high
,277.08,0.0,0.0,90,Drizzle,light intensity drizzle,2016-02-19 14:00:00,high
,279.72,0.0,0.0,1,Clear,sky is clear,2016-02-19 17:00:00,high
,278.95,0.0,0.0,5,Clear,sky is clear,2016-02-19 19:00:00,high
,278.87,0.0,0.0,1,Clear,sky is clear,2016-02-19 21:00:00,high
,278.41,0.0,0.0,1,Clear,sky is clear,2016-02-19 23:00:00,medium
,278.65,0.0,0.0,40,Clouds,scattered clouds,2016-02-20 00:00:00,medium
,278.72,0.0,0.0,40,Clouds,scattered clouds,2016-02-20 01:00:00,low
,277.89,0.0,0.0,1,Clear,sky is clear,2016-02-20 03:00:00,low
,276.02,0.0,0.0,1,Clear,sky is clear,2016-02-20 05:00:00,low
,274.55,0.0,0.0,90,Clouds,overcast clouds,2016-02-20 07:00:00,high
,275.94,0.0,0.0,40,Clouds,scattered clouds,2016-02-20 09:00:00,high
,276.29,0.0,0.0,90,Clouds,overcast clouds,2016-02-20 11:00:00,high
,277.01,0.0,0.0,90,Clouds,overcast clouds,2016-02-20 13:00:00,high
,277.22,0.0,0.0,90,Clouds,overcast clouds,2016-02-20 14:00:00,high
,277.22,0.0,0.0,40,Clouds,scattered clouds,2016-02-20 15:00:00,high
,276.82,0.0,0.0,1,Clear,sky is clear,2016-02-20 17:00:00,high
,275.65,0.0,0.0,1,Clear,sky is clear,2016-02-20 19:00:00,high
,273.79,0.0,0.0,5,Clear,sky is clear,2016-02-20 21:00:00,high
,272.49,0.0,0.0,1,Clear,sky is clear,2016-02-20 23:00:00,medium
,270.88,0.0,0.0,1,Clear,sky is clear,2016-02-21 00:00:00,medium
,270.37,0.0,0.0,1,Mist,mist,2016-02-21 01:00:00,medium
,270.15,0.0,0.0,1,Clear,sky is clear,2016-02-21 02:00:00,low
,270.3,0.0,0.0,1,Clear,sky is clear,2016-02-21 04:00:00,low
,269.87,0.0,0.0,1,Clear,sky is clear,2016-02-21 06:00:00,low
,270.36,0.0,0.0,1,Clear,sky is clear,2016-02-21 08:00:00,medium
,271.79,0.0,0.0,75,Clouds,broken clouds,2016-02-21 10:00:00,high
,273.68,0.0,0.0,90,Snow,light snow,2016-02-21 12:00:00,high
,274.49,0.0,0.0,90,Snow,light snow,2016-02-21 13:00:00,high
,274.22,0.0,0.0,90,Snow,light snow,2016-02-21 14:00:00,high
,274.15,0.0,0.0,90,Snow,light snow,2016-02-21 16:00:00,high
,273.62,0.0,0.0,90,Clouds,overcast clouds,2016-02-21 18:00:00,high
,273.42,0.0,0.0,90,Clouds,overcast clouds,2016-02-21 20:00:00,high
,273.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-21 21:00:00,high
,272.44,0.0,0.0,90,Clouds,overcast clouds,2016-02-21 23:00:00,medium
,272.22,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 00:00:00,low
,272.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 01:00:00,low
,271.72,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 02:00:00,low
,271.51,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 04:00:00,medium
,270.8,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 05:00:00,high
,270.66,0.0,0.0,75,Clouds,broken clouds,2016-02-22 06:00:00,high
,270.16,0.0,0.0,1,Clear,sky is clear,2016-02-22 07:00:00,high
,271.15,0.0,0.0,1,Clear,sky is clear,2016-02-22 09:00:00,high
,272.58,0.0,0.0,75,Clouds,broken clouds,2016-02-22 10:00:00,high
,273.42,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 12:00:00,high
,274.29,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 14:00:00,high
,274.5,0.0,0.0,40,Clouds,scattered clouds,2016-02-22 15:00:00,high
,274.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 17:00:00,high
,273.08,0.0,0.0,75,Clouds,broken clouds,2016-02-22 19:00:00,high
,273.22,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 20:00:00,high
,273.22,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 21:00:00,high
,273.02,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 22:00:00,medium
,272.95,0.0,0.0,90,Clouds,overcast clouds,2016-02-22 23:00:00,medium
,273.58,0.0,0.0,90,Clouds,overcast clouds,2016-02-23 00:00:00,low
,273.51,0.0,0.0,90,Clouds,overcast clouds,2016-02-23 01:00:00,low
,273.51,0.0,0.0,90,Clouds,overcast clouds,2016-02-23 02:00:00,low
,273.68,0.0,0.0,90,Clouds,overcast clouds,2016-02-23 03:00:00,low
,273.72,0.0,0.0,90,Clouds,overcast clouds,2016-02-23 04:00:00,medium
,273.86,0.0,0.0,90,Snow,light snow,2016-02-23 06:00:00,high
,273.86,0.0,0.0,90,Drizzle,drizzle,2016-02-23 06:00:00,high
,273.95,0.0,0.0,90,Snow,light snow,2016-02-23 07:00:00,high
,273.95,0.0,0.0,90,Mist,mist,2016-02-23 07:00:00,high
,273.95,0.0,0.0,90,Rain,light rain,2016-02-23 07:00:00,high
,274.01,0.0,0.0,90,Snow,light snow,2016-02-23 08:00:00,high
,274.01,0.0,0.0,90,Mist,mist,2016-02-23 08:00:00,high
,274.35,0.0,0.0,90,Snow,light snow,2016-02-23 09:00:00,high
,274.35,0.0,0.0,90,Mist,mist,2016-02-23 09:00:00,high
,274.65,0.0,0.0,75,Mist,mist,2016-02-23 10:00:00,high
,274.65,0.0,0.0,75,Snow,light snow,2016-02-23 10:00:00,high
,274.65,0.0,0.0,75,Rain,light rain,2016-02-23 10:00:00,high
,275.15,0.0,0.0,90,Mist,mist,2016-02-23 11:00:00,high
,275.15,0.0,0.0,90,Rain,light rain,2016-02-23 11:00:00,high
,275.15,0.0,0.0,90,Snow,light snow,2016-02-23 11:00:00,high
,275.87,0.0,0.0,90,Rain,light rain,2016-02-23 12:00:00,high
,275.87,0.0,0.0,90,Mist,mist,2016-02-23 12:00:00,high
,276.29,0.0,0.0,90,Rain,light rain,2016-02-23 15:00:00,high
,276.29,0.0,0.0,90,Mist,mist,2016-02-23 15:00:00,high
,276.29,0.0,0.0,90,Drizzle,light intensity drizzle,2016-02-23 15:00:00,high
,276.29,0.0,0.0,90,Mist,mist,2016-02-23 17:00:00,high
,275.48,0.0,0.0,75,Rain,light rain,2016-02-23 19:00:00,high
,275.48,0.0,0.0,75,Mist,mist,2016-02-23 19:00:00,high
,275.02,0.0,0.0,90,Rain,light rain,2016-02-23 21:00:00,high
,275.02,0.0,0.0,90,Mist,mist,2016-02-23 21:00:00,high
,274.68,0.0,0.0,90,Mist,mist,2016-02-23 22:00:00,high
,274.61,0.0,0.0,75,Mist,mist,2016-02-23 23:00:00,medium
,274.65,0.0,0.0,90,Mist,mist,2016-02-24 00:00:00,low
,274.35,0.0,0.0,75,Clouds,broken clouds,2016-02-24 01:00:00,low
,274.35,0.0,0.0,75,Clouds,broken clouds,2016-02-24 02:00:00,low
,274.39,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 03:00:00,low
,273.72,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 04:00:00,medium
,273.36,0.0,0.0,90,Mist,mist,2016-02-24 06:00:00,high
,272.88,0.0,0.0,90,Mist,mist,2016-02-24 07:00:00,high
,273.79,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 10:00:00,high
,275.28,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 11:00:00,high
,275.86,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 14:00:00,high
,275.48,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 15:00:00,high
,274.82,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 18:00:00,high
,274.35,0.0,0.0,40,Clouds,scattered clouds,2016-02-24 20:00:00,high
,273.87,0.0,0.0,90,Clouds,overcast clouds,2016-02-24 22:00:00,medium
,272.76,0.0,0.0,1,Clear,sky is clear,2016-02-24 23:00:00,medium
,271.95,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 00:00:00,low
,271.75,0.0,0.0,40,Clouds,scattered clouds,2016-02-25 01:00:00,low
,271.35,0.0,0.0,75,Clouds,broken clouds,2016-02-25 02:00:00,low
,270.84,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 05:00:00,high
,270.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 06:00:00,high
,269.86,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 07:00:00,high
,270.43,0.0,0.0,75,Clouds,broken clouds,2016-02-25 08:00:00,high
,270.42,0.0,0.0,75,Clouds,broken clouds,2016-02-25 09:00:00,high
,271.82,0.0,0.0,1,Clear,sky is clear,2016-02-25 11:00:00,high
,273.15,0.0,0.0,1,Clear,sky is clear,2016-02-25 12:00:00,high
,273.61,0.0,0.0,1,Clear,sky is clear,2016-02-25 14:00:00,high
,273.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 16:00:00,high
,272.21,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 18:00:00,high
,271.88,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 20:00:00,high
,271.28,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 22:00:00,medium
,271.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-25 23:00:00,medium
,270.69,0.0,0.0,90,Clouds,overcast clouds,2016-02-26 00:00:00,low
,270.28,0.0,0.0,90,Clouds,overcast clouds,2016-02-26 01:00:00,low
,270.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-26 03:00:00,low
,269.42,0.0,0.0,90,Clouds,overcast clouds,2016-02-26 05:00:00,high
,268.69,0.0,0.0,75,Clouds,broken clouds,2016-02-26 07:00:00,high
,269.7,0.0,0.0,40,Clouds,scattered clouds,2016-02-26 09:00:00,high
,272.61,0.0,0.0,75,Clouds,broken clouds,2016-02-26 11:00:00,high
,275.38,0.0,0.0,1,Clear,sky is clear,2016-02-26 12:00:00,high
,276.55,0.0,0.0,40,Clouds,scattered clouds,2016-02-26 14:00:00,high
,278.36,0.0,0.0,5,Clear,sky is clear,2016-02-26 16:00:00,high
,277.21,0.0,0.0,5,Clear,sky is clear,2016-02-26 18:00:00,high
,275.82,0.0,0.0,1,Clear,sky is clear,2016-02-26 20:00:00,high
,275.48,0.0,0.0,1,Clear,sky is clear,2016-02-26 21:00:00,high
,275.15,0.0,0.0,1,Clear,sky is clear,2016-02-26 22:00:00,high
,275.29,0.0,0.0,1,Clear,sky is clear,2016-02-26 23:00:00,medium
,275.15,0.0,0.0,1,Clear,sky is clear,2016-02-27 00:00:00,medium
,274.93,0.0,0.0,1,Clear,sky is clear,2016-02-27 01:00:00,medium
,274.62,0.0,0.0,1,Clear,sky is clear,2016-02-27 02:00:00,low
,274.41,0.0,0.0,1,Clear,sky is clear,2016-02-27 03:00:00,low
,274.36,0.0,0.0,1,Clear,sky is clear,2016-02-27 05:00:00,low
,274.62,0.0,0.0,1,Clear,sky is clear,2016-02-27 07:00:00,high
,276.72,0.0,0.0,1,Clear,sky is clear,2016-02-27 09:00:00,high
,281.65,0.0,0.0,1,Clear,sky is clear,2016-02-27 11:00:00,high
,285.51,0.0,0.0,1,Clear,sky is clear,2016-02-27 12:00:00,high
,286.81,0.0,0.0,40,Clouds,scattered clouds,2016-02-27 14:00:00,high
,287.22,0.0,0.0,1,Clear,sky is clear,2016-02-27 16:00:00,high
,284.89,0.0,0.0,1,Clear,sky is clear,2016-02-27 18:00:00,high
,281.55,0.0,0.0,1,Clear,sky is clear,2016-02-27 20:00:00,high
,279.55,0.0,0.0,1,Clear,sky is clear,2016-02-27 22:00:00,high
,277.88,0.0,0.0,1,Mist,mist,2016-02-28 00:00:00,medium
,276.73,0.0,0.0,1,Mist,mist,2016-02-28 02:00:00,low
,275.65,0.0,0.0,1,Mist,mist,2016-02-28 04:00:00,low
,275.14,0.0,0.0,1,Mist,mist,2016-02-28 06:00:00,medium
,274.74,0.0,0.0,90,Clouds,overcast clouds,2016-02-28 08:00:00,medium
,273.65,0.0,0.0,90,Rain,light rain,2016-02-28 10:00:00,high
,273.65,0.0,0.0,90,Snow,light snow,2016-02-28 10:00:00,high
,273.58,0.0,0.0,90,Snow,light snow,2016-02-28 12:00:00,high
,273.58,0.0,0.0,90,Mist,mist,2016-02-28 12:00:00,high
,274.36,0.0,0.0,90,Clouds,overcast clouds,2016-02-28 14:00:00,high
,275.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-28 16:00:00,high
,274.68,0.0,0.0,90,Clouds,overcast clouds,2016-02-28 18:00:00,high
,273.09,0.0,0.0,1,Clear,sky is clear,2016-02-28 20:00:00,high
,271.55,0.0,0.0,1,Clear,sky is clear,2016-02-28 22:00:00,medium
,270.79,0.0,0.0,1,Clear,sky is clear,2016-02-29 00:00:00,low
,271.61,0.0,0.0,75,Clouds,broken clouds,2016-02-29 02:00:00,low
,273.94,0.0,0.0,90,Clouds,overcast clouds,2016-02-29 04:00:00,medium
,275.72,0.0,0.0,75,Clouds,broken clouds,2016-02-29 06:00:00,high
,270.16,0.0,0.0,90,Clouds,overcast clouds,2016-02-29 08:00:00,high
,266.16,0.0,0.0,1,Clear,sky is clear,2016-02-29 10:00:00,high
,266.51,0.0,0.0,1,Clear,sky is clear,2016-02-29 12:00:00,high
,268.22,0.0,0.0,5,Clear,sky is clear,2016-02-29 13:00:00,high
,268.72,0.0,0.0,5,Clear,sky is clear,2016-02-29 14:00:00,high
,269.01,0.0,0.0,75,Clouds,broken clouds,2016-02-29 16:00:00,high
,268.08,0.0,0.0,1,Clear,sky is clear,2016-02-29 18:00:00,high
,267.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-29 20:00:00,high
,266.51,0.0,0.0,1,Clear,sky is clear,2016-02-29 22:00:00,medium
,265.92,0.0,0.0,1,Clear,sky is clear,2016-03-01 00:00:00,medium
,265.65,0.0,0.0,90,Clouds,overcast clouds,2016-03-01 01:00:00,low
,264.51,0.0,0.0,90,Snow,light snow,2016-03-01 04:00:00,medium
,263.73,0.0,0.0,90,Clouds,overcast clouds,2016-03-01 06:00:00,high
,263.15,0.0,0.0,90,Clouds,overcast clouds,2016-03-01 08:00:00,high
,263.8,0.0,0.0,90,Clouds,overcast clouds,2016-03-01 09:00:00,high
,263.79,0.0,0.0,90,Clouds,overcast clouds,2016-03-01 10:00:00,high
,265.15,0.0,0.0,75,Clouds,broken clouds,2016-03-01 11:00:00,high
,267.95,0.0,0.0,5,Clear,sky is clear,2016-03-01 13:00:00,high
,268.93,0.0,0.0,1,Clear,sky is clear,2016-03-01 15:00:00,high
,269.65,0.0,0.0,1,Clear,sky is clear,2016-03-01 17:00:00,high
,267.42,0.0,0.0,1,Clear,sky is clear,2016-03-01 19:00:00,high
,265.65,0.0,0.0,5,Clear,sky is clear,2016-03-01 21:00:00,high
,264.44,0.0,0.0,1,Clear,sky is clear,2016-03-01 23:00:00,medium
,264.21,0.0,0.0,1,Clear,sky is clear,2016-03-02 00:00:00,low
,264.57,0.0,0.0,1,Clear,sky is clear,2016-03-02 01:00:00,low
,264.65,0.0,0.0,1,Clear,sky is clear,2016-03-02 03:00:00,low
,264.08,0.0,0.0,90,Clouds,overcast clouds,2016-03-02 05:00:00,high
,264.0,0.0,0.0,75,Clouds,broken clouds,2016-03-02 06:00:00,high
,265.01,0.0,0.0,75,Clouds,broken clouds,2016-03-02 09:00:00,high
,268.88,0.0,0.0,1,Clear,sky is clear,2016-03-02 11:00:00,high
,271.01,0.0,0.0,40,Clouds,scattered clouds,2016-03-02 13:00:00,high
,272.15,0.0,0.0,90,Clouds,overcast clouds,2016-03-02 15:00:00,high
,272.65,0.0,0.0,75,Clouds,broken clouds,2016-03-02 17:00:00,high
,271.65,0.0,0.0,90,Clouds,overcast clouds,2016-03-02 19:00:00,high
,270.93,0.0,0.0,90,Clouds,overcast clouds,2016-03-02 21:00:00,high
,270.58,0.0,0.0,90,Clouds,overcast clouds,2016-03-02 23:00:00,medium
,270.42,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 01:00:00,low
,270.28,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 03:00:00,low
,270.15,0.0,0.0,90,Snow,light snow,2016-03-03 05:00:00,high
,270.08,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 07:00:00,high
,270.72,0.0,0.0,90,Snow,light snow,2016-03-03 09:00:00,high
,271.72,0.0,0.0,90,Snow,light snow,2016-03-03 11:00:00,high
,273.15,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 13:00:00,high
,273.68,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 15:00:00,high
,273.55,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 17:00:00,high
,273.01,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 20:00:00,high
,272.58,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 23:00:00,high
,272.01,0.0,0.0,90,Clouds,overcast clouds,2016-03-04 01:00:00,low
,271.94,0.0,0.0,90,Clouds,overcast clouds,2016-03-04 03:00:00,low
,271.48,0.0,0.0,90,Clouds,overcast clouds,2016-03-04 05:00:00,high
,271.58,0.0,0.0,1,Clear,sky is clear,2016-03-04 07:00:00,high
,272.65,0.0,0.0,75,Clouds,broken clouds,2016-03-04 09:00:00,high
,273.88,0.0,0.0,90,Snow,light snow,2016-03-04 11:00:00,high
,272.65,0.0,0.0,90,Snow,light snow,2016-03-04 13:00:00,high
,272.65,0.0,0.0,90,Mist,mist,2016-03-04 13:00:00,high
,272.65,0.0,0.0,90,Fog,fog,2016-03-04 13:00:00,high
,272.95,0.0,0.0,90,Snow,light snow,2016-03-04 15:00:00,high
,272.95,0.0,0.0,90,Mist,mist,2016-03-04 15:00:00,high
,272.95,0.0,0.0,90,Haze,haze,2016-03-04 15:00:00,high
,273.79,0.0,0.0,90,Mist,mist,2016-03-04 17:00:00,high
,273.96,0.3,0.0,90,Rain,light rain,2016-03-04 19:00:00,high
,273.96,0.3,0.0,90,Drizzle,light intensity drizzle,2016-03-04 19:00:00,high
,273.96,0.3,0.0,90,Mist,mist,2016-03-04 19:00:00,high
,274.95,0.0,0.0,75,Mist,mist,2016-03-04 21:00:00,high
,274.95,0.0,0.0,75,Rain,light rain,2016-03-04 21:00:00,high
,275.36,0.0,0.0,90,Mist,mist,2016-03-04 23:00:00,high
,274.48,0.0,0.0,90,Snow,light snow,2016-03-05 01:00:00,low
,274.48,0.0,0.0,90,Rain,light rain,2016-03-05 01:00:00,low
,273.48,0.0,0.0,90,Mist,mist,2016-03-05 03:00:00,low
,273.02,0.0,0.0,90,Clouds,overcast clouds,2016-03-05 05:00:00,low
,272.72,0.0,0.0,90,Clouds,overcast clouds,2016-03-05 07:00:00,high
,272.95,0.0,0.0,90,Clouds,overcast clouds,2016-03-05 09:00:00,high
,273.35,0.0,0.0,90,Clouds,overcast clouds,2016-03-05 11:00:00,high
,273.72,0.0,0.0,90,Clouds,overcast clouds,2016-03-05 13:00:00,high
,275.88,0.0,0.0,40,Clouds,scattered clouds,2016-03-05 15:00:00,high
,276.61,0.0,0.0,1,Clear,sky is clear,2016-03-05 17:00:00,high
,274.15,0.0,0.0,1,Clear,sky is clear,2016-03-05 19:00:00,high
,273.08,0.0,0.0,5,Clear,sky is clear,2016-03-05 21:00:00,high
,272.21,0.0,0.0,1,Clear,sky is clear,2016-03-05 23:00:00,high
,271.93,0.0,0.0,1,Clear,sky is clear,2016-03-06 00:00:00,medium
,272.22,0.0,0.0,1,Clear,sky is clear,2016-03-06 01:00:00,medium
,272.35,0.0,0.0,1,Clear,sky is clear,2016-03-06 03:00:00,low
,273.08,0.0,0.0,1,Clear,sky is clear,2016-03-06 04:00:00,low
,273.35,0.0,0.0,1,Clear,sky is clear,2016-03-06 05:00:00,low
,274.0,0.0,0.0,1,Clear,sky is clear,2016-03-06 06:00:00,medium
,276.61,0.0,0.0,40,Clouds,scattered clouds,2016-03-06 08:00:00,medium
,281.15,0.0,0.0,1,Clear,sky is clear,2016-03-06 11:00:00,high
,284.48,0.0,0.0,1,Clear,sky is clear,2016-03-06 12:00:00,high
,285.75,0.0,0.0,1,Clear,sky is clear,2016-03-06 14:00:00,high
,286.29,0.0,0.0,1,Clear,sky is clear,2016-03-06 16:00:00,high
,285.08,0.0,0.0,40,Clouds,scattered clouds,2016-03-06 18:00:00,high
,281.15,0.0,0.0,40,Clouds,scattered clouds,2016-03-06 20:00:00,high
,279.42,0.0,0.0,1,Clear,sky is clear,2016-03-06 21:00:00,high
,279.31,0.0,0.0,1,Mist,mist,2016-03-06 23:00:00,medium
,278.88,0.0,0.0,1,Fog,fog,2016-03-07 00:00:00,low
,278.88,0.0,0.0,1,Mist,mist,2016-03-07 00:00:00,low
,278.66,0.0,0.0,1,Mist,mist,2016-03-07 02:00:00,low
,278.73,0.0,0.0,40,Mist,mist,2016-03-07 05:00:00,high
,278.09,0.0,0.0,40,Fog,fog,2016-03-07 06:00:00,high
,278.09,0.0,0.0,40,Mist,mist,2016-03-07 06:00:00,high
,278.28,0.0,0.0,1,Fog,fog,2016-03-07 07:00:00,high
,278.28,0.0,0.0,1,Mist,mist,2016-03-07 07:00:00,high
,281.8,0.0,0.0,1,Clear,sky is clear,2016-03-07 09:00:00,high
,287.29,0.0,0.0,40,Clouds,scattered clouds,2016-03-07 11:00:00,high
,290.15,0.0,0.0,40,Clouds,scattered clouds,2016-03-07 12:00:00,high
,290.08,0.0,0.0,90,Clouds,overcast clouds,2016-03-07 15:00:00,high
,289.29,0.0,0.0,90,Clouds,overcast clouds,2016-03-07 17:00:00,high
,287.87,0.0,0.0,90,Clouds,overcast clouds,2016-03-07 19:00:00,high
,286.79,0.0,0.0,90,Clouds,overcast clouds,2016-03-07 21:00:00,high
,286.51,0.0,0.0,1,Clear,sky is clear,2016-03-07 23:00:00,medium
,286.15,0.0,0.0,1,Clear,sky is clear,2016-03-08 00:00:00,low
,285.36,0.0,0.0,1,Clear,sky is clear,2016-03-08 02:00:00,low
,285.15,0.0,0.0,75,Clouds,broken clouds,2016-03-08 04:00:00,medium
,285.94,0.0,0.0,75,Mist,mist,2016-03-08 06:00:00,high
,286.68,0.0,0.0,90,Clouds,overcast clouds,2016-03-08 08:00:00,high
,289.29,0.0,0.0,75,Clouds,broken clouds,2016-03-08 10:00:00,high
,291.5,0.0,0.0,90,Clouds,overcast clouds,2016-03-08 12:00:00,high
,293.22,0.0,0.0,1,Clear,sky is clear,2016-03-08 14:00:00,high
,292.46,0.0,0.0,40,Clouds,scattered clouds,2016-03-08 16:00:00,high
,285.16,0.0,0.0,90,Clouds,overcast clouds,2016-03-08 18:00:00,high
,281.61,0.0,0.0,90,Clouds,overcast clouds,2016-03-08 20:00:00,high
,279.37,0.0,0.0,90,Clouds,overcast clouds,2016-03-08 22:00:00,medium
,277.75,0.0,0.0,90,Mist,mist,2016-03-09 00:00:00,low
,276.65,0.0,0.0,90,Mist,mist,2016-03-09 02:00:00,low
,275.93,0.0,0.0,90,Mist,mist,2016-03-09 04:00:00,medium
,275.35,0.0,0.0,90,Mist,mist,2016-03-09 06:00:00,high
,275.43,0.0,0.0,90,Drizzle,light intensity drizzle,2016-03-09 08:00:00,high
,275.43,0.0,0.0,90,Mist,mist,2016-03-09 08:00:00,high
,275.43,0.0,0.0,90,Fog,fog,2016-03-09 08:00:00,high
,276.01,0.0,0.0,90,Drizzle,light intensity drizzle,2016-03-09 10:00:00,high
,276.01,0.0,0.0,90,Mist,mist,2016-03-09 10:00:00,high
,276.01,0.0,0.0,90,Rain,light rain,2016-03-09 10:00:00,high
,276.79,0.0,0.0,90,Mist,mist,2016-03-09 12:00:00,high
,277.79,0.0,0.0,90,Mist,mist,2016-03-09 14:00:00,high
,278.01,0.0,0.0,90,Mist,mist,2016-03-09 16:00:00,high
,276.94,0.0,0.0,90,Rain,light rain,2016-03-09 18:00:00,high
,276.94,0.0,0.0,90,Drizzle,light intensity drizzle,2016-03-09 18:00:00,high
,276.94,0.0,0.0,90,Mist,mist,2016-03-09 18:00:00,high
,276.44,0.0,0.0,90,Drizzle,light intensity drizzle,2016-03-09 20:00:00,high
,276.44,0.0,0.0,90,Mist,mist,2016-03-09 20:00:00,high
,276.0,0.0,0.0,90,Rain,light rain,2016-03-09 22:00:00,medium
,276.0,0.0,0.0,90,Mist,mist,2016-03-09 22:00:00,medium
,275.72,0.0,0.0,90,Clouds,overcast clouds,2016-03-10 00:00:00,low
,274.82,0.0,0.0,90,Mist,mist,2016-03-10 02:00:00,low
,274.35,0.0,0.0,90,Mist,mist,2016-03-10 04:00:00,medium
,274.08,0.0,0.0,90,Mist,mist,2016-03-10 06:00:00,high
,273.82,0.0,0.0,90,Mist,mist,2016-03-10 08:00:00,high
